ORDERNUMBER,ORDERLINENUMBER,ORDERDATE,STATUS,QUANTITYORDERED,PRICEEACH,ClientsID,PRODUCTCODE
10192,10,2018-11-20,Shipped,47,157.9,CUS1002,S18_1984
10192,11,2018-11-20,Shipped,22,150.03,CUS1002,S18_1129
10192,12,2018-11-20,Shipped,26,150.71,CUS1002,S18_3232
10192,13,2018-11-20,Shipped,30,30.59,CUS1002,S24_2972
10192,14,2018-11-20,Shipped,45,140.43,CUS1002,S24_3856
10192,15,2018-11-20,Shipped,45,90.86,CUS1002,S18_1889
10192,16,2018-11-20,Shipped,27,131.28,CUS1002,S12_4675
10193,1,2018-11-21,Shipped,28,93.21,CUS10059,S18_2949
10193,2,2018-11-21,Shipped,23,120.43,CUS10059,S18_3136
10193,3,2018-11-21,Shipped,24,51.84,CUS10059,S18_2957
10193,4,2018-11-21,Shipped,20,113.95,CUS10059,S24_4258
10193,5,2018-11-21,Shipped,32,79.37,CUS10059,S18_3320
10193,6,2018-11-21,Shipped,46,53.37,CUS10059,S18_1367
10193,7,2018-11-21,Shipped,28,110.96,CUS10059,S18_1342
10193,8,2018-11-21,Shipped,22,167.06,CUS10059,S18_2795
10193,9,2018-11-21,Shipped,20,50.62,CUS10059,S24_2022
10193,10,2018-11-21,Shipped,26,29.21,CUS10059,S24_1937
10193,11,2018-11-21,Shipped,44,105.52,CUS10059,S18_2325
10193,12,2018-11-21,Shipped,22,41.03,CUS10059,S24_3969
10193,13,2018-11-21,Shipped,42,59.33,CUS10059,S18_2248
10193,14,2018-11-21,Shipped,21,149.6,CUS10059,S18_1749
10193,15,2018-11-21,Shipped,24,97.55,CUS10059,S18_4409
10193,16,2018-11-21,Shipped,25,76.26,CUS10059,S18_4933
10194,1,2018-11-25,Shipped,49,117.57,CUS10060,S24_2300
10194,2,2018-11-25,Shipped,45,70.49,CUS10060,S18_2432
10194,3,2018-11-25,Shipped,37,97.27,CUS10060,S32_1268
10194,4,2018-11-25,Shipped,26,163.99,CUS10060,S10_4962
10194,5,2018-11-25,Shipped,32,133.19,CUS10060,S18_4600
10194,6,2018-11-25,Shipped,26,89.01,CUS10060,S700_2824
10194,7,2018-11-25,Shipped,39,54.94,CUS10060,S32_3522
10194,8,2018-11-25,Shipped,38,129.84,CUS10060,S12_1666
10194,9,2018-11-25,Shipped,41,44.78,CUS10060,S18_4668
10194,10,2018-11-25,Shipped,21,93.34,CUS10060,S18_1097
10194,11,2018-11-25,Shipped,42,173.58,CUS10060,S10_1949
10195,1,2018-11-25,Shipped,33,54.68,CUS10061,S32_3207
10195,2,2018-11-25,Shipped,34,108.82,CUS10061,S24_4048
10195,3,2018-11-25,Shipped,44,66.47,CUS10061,S24_1444
10195,4,2018-11-25,Shipped,49,105.33,CUS10061,S50_1392
10195,5,2018-11-25,Shipped,27,189.93,CUS10061,S18_2238
10195,6,2018-11-25,Shipped,49,131.54,CUS10061,S12_4473
10195,7,2018-11-25,Shipped,32,28.29,CUS10061,S24_2840
10195,8,2018-11-25,Shipped,32,43.29,CUS10061,S32_2509
10195,9,2018-11-25,Shipped,35,103.09,CUS10061,S18_2319
10195,10,2018-11-25,Shipped,50,152.41,CUS10061,S18_3232
10196,1,2018-11-26,Shipped,49,140.69,CUS10062,S18_3140
10196,2,2018-11-26,Shipped,50,94.4,CUS10062,S700_1938
10196,3,2018-11-26,Shipped,35,101.85,CUS10062,S18_3259
10196,4,2018-11-26,Shipped,38,190.32,CUS10062,S12_3891
10196,5,2018-11-26,Shipped,47,189.1,CUS10062,S12_1108
10196,6,2018-11-26,Shipped,24,158.63,CUS10062,S12_3148
10196,7,2018-11-26,Shipped,46,62.09,CUS10062,S50_1514
10196,8,2018-11-26,Shipped,27,168.04,CUS10062,S18_4027
10197,1,2018-11-26,Shipped,29,41.71,CUS10019,S72_1253
10197,2,2018-11-26,Shipped,24,90.52,CUS10019,S700_2047
10197,3,2018-11-26,Shipped,22,115.4,CUS10019,S18_3856
10197,4,2018-11-26,Shipped,46,87.74,CUS10019,S18_3029
10197,5,2018-11-26,Shipped,22,86.38,CUS10019,S24_3816
10197,6,2018-11-26,Shipped,45,118.32,CUS10019,S10_4757
10197,7,2018-11-26,Shipped,50,78.79,CUS10019,S700_2610
10197,8,2018-11-26,Shipped,47,83.2,CUS10019,S24_3151
10197,9,2018-11-26,Shipped,23,64.67,CUS10019,S700_1138
10197,10,2018-11-26,Shipped,27,92.16,CUS10019,S700_3505
10197,11,2018-11-26,Shipped,35,93.35,CUS10019,S700_3962
10197,12,2018-11-26,Shipped,42,50.23,CUS10019,S72_3212
10197,13,2018-11-26,Shipped,41,110.6,CUS10019,S24_2011
10197,14,2018-11-26,Shipped,50,101.81,CUS10019,S18_4522
10198,1,2018-11-27,Shipped,42,113.68,CUS10010,S700_2466
10198,2,2018-11-27,Shipped,40,63.67,CUS10010,S700_4002
10198,3,2018-11-27,Shipped,43,66.19,CUS10010,S24_3949
10198,4,2018-11-27,Shipped,42,178.19,CUS10010,S18_1662
10198,5,2018-11-27,Shipped,48,67.82,CUS10010,S24_2841
10198,6,2018-11-27,Shipped,27,71.67,CUS10010,S24_3420
10199,1,2018-12-01,Shipped,29,38.4,CUS10063,S50_1341
10199,2,2018-12-01,Shipped,48,83.12,CUS10063,S700_1691
10199,3,2018-12-01,Shipped,38,82.4,CUS10063,S700_3167
10203,1,2018-12-02,Shipped,48,172.73,CUS1006,S18_3232
10203,2,2018-12-02,Shipped,21,37,CUS1006,S24_2972
10203,3,2018-12-02,Shipped,47,148.86,CUS1006,S24_3856
10203,4,2018-12-02,Shipped,45,85.47,CUS1006,S18_1889
10203,5,2018-12-02,Shipped,47,110.55,CUS1006,S12_4675
10203,6,2018-12-02,Shipped,20,112.74,CUS1006,S12_3380
10203,7,2018-12-02,Shipped,34,64.9,CUS1006,S24_3371
10203,8,2018-12-02,Shipped,20,196.52,CUS1006,S12_1099
10203,9,2018-12-02,Shipped,44,82.99,CUS1006,S12_3990
10203,10,2018-12-02,Shipped,32,160.22,CUS1006,S18_3482
10203,11,2018-12-02,Shipped,33,86.04,CUS1006,S18_3278
10204,1,2018-12-02,Shipped,26,123.32,CUS10027,S18_2325
10204,2,2018-12-02,Shipped,39,33.23,CUS10027,S24_3969
10204,3,2018-12-02,Shipped,23,71.44,CUS10027,S18_2248
10204,4,2018-12-02,Shipped,33,178.5,CUS10027,S18_1749
10204,5,2018-12-02,Shipped,29,85.59,CUS10027,S18_4409
10204,6,2018-12-02,Shipped,45,76.26,CUS10027,S18_4933
10204,7,2018-12-02,Shipped,42,101,CUS10027,S24_2887
10204,8,2018-12-02,Shipped,47,96.32,CUS10027,S24_2766
10204,9,2018-12-02,Shipped,40,79.62,CUS10027,S24_3191
10204,10,2018-12-02,Shipped,20,62.47,CUS10027,S24_1046
10204,11,2018-12-02,Shipped,48,91.02,CUS10027,S24_3432
10204,12,2018-12-02,Shipped,45,49.81,CUS10027,S24_1628
10204,13,2018-12-02,Shipped,40,100.8,CUS10027,S18_1589
10204,14,2018-12-02,Shipped,27,154.44,CUS10027,S18_2870
10204,15,2018-12-02,Shipped,35,163.88,CUS10027,S18_3685
10204,16,2018-12-02,Shipped,38,169.28,CUS10027,S18_1984
10204,17,2018-12-02,Shipped,42,147.2,CUS10027,S18_1129
10205,1,2018-12-03,Shipped,48,63.61,CUS1006,S18_1367
10205,2,2018-12-03,Shipped,36,103.77,CUS1006,S18_1342
10205,3,2018-12-03,Shipped,40,187.31,CUS1006,S18_2795
10205,4,2018-12-03,Shipped,24,38.08,CUS1006,S24_2022
10205,5,2018-12-03,Shipped,32,37.17,CUS1006,S24_1937
10206,1,2018-12-05,Shipped,33,117.33,CUS10064,S700_2824
10206,2,2018-12-05,Shipped,36,58.82,CUS10064,S32_3522
10206,3,2018-12-05,Shipped,28,144.87,CUS10064,S12_1666
10206,4,2018-12-05,Shipped,21,53.33,CUS10064,S18_4668
10206,5,2018-12-05,Shipped,34,116.67,CUS10064,S18_1097
10206,6,2018-12-05,Shipped,47,192.87,CUS10064,S10_1949
10206,7,2018-12-05,Shipped,37,90.17,CUS10064,S18_2949
10206,8,2018-12-05,Shipped,30,119.38,CUS10064,S18_3136
10206,9,2018-12-05,Shipped,28,67.46,CUS10064,S18_2957
10206,10,2018-12-05,Shipped,33,97.39,CUS10064,S24_4258
10206,11,2018-12-05,Shipped,28,87.3,CUS10064,S18_3320
10207,1,2018-12-09,Shipped,40,153.67,CUS10065,S18_4027
10207,2,2018-12-09,Shipped,45,56.55,CUS10065,S32_3207
10207,3,2018-12-09,Shipped,28,106.45,CUS10065,S24_4048
10207,4,2018-12-09,Shipped,49,46.82,CUS10065,S24_1444
10207,5,2018-12-09,Shipped,28,94.92,CUS10065,S50_1392
10207,6,2018-12-09,Shipped,44,160.46,CUS10065,S18_2238
10207,7,2018-12-09,Shipped,34,99.54,CUS10065,S12_4473
10207,8,2018-12-09,Shipped,42,29.7,CUS10065,S24_2840
10207,9,2018-12-09,Shipped,27,60.06,CUS10065,S32_2509
10207,10,2018-12-09,Shipped,43,133.78,CUS10065,S18_2319
10207,11,2018-12-09,Shipped,25,157.49,CUS10065,S18_3232
10207,12,2018-12-09,Shipped,46,148.24,CUS10065,S24_2300
10207,13,2018-12-09,Shipped,37,69.89,CUS10065,S18_2432
10207,14,2018-12-09,Shipped,49,80.9,CUS10065,S32_1268
10207,15,2018-12-09,Shipped,31,131.49,CUS10065,S10_4962
10207,16,2018-12-09,Shipped,47,141.66,CUS10065,S18_4600
10208,1,2019-01-02,Shipped,46,74.45,CUS10060,S700_2610
10208,2,2019-01-02,Shipped,20,89.4,CUS10060,S24_3151
10208,3,2019-01-02,Shipped,38,74.67,CUS10060,S700_1138
10208,4,2019-01-02,Shipped,37,120.2,CUS10060,S700_3505
10208,5,2019-01-02,Shipped,33,85.41,CUS10060,S700_3962
10208,6,2019-01-02,Shipped,42,63.88,CUS10060,S72_3212
10208,7,2019-01-02,Shipped,35,122.89,CUS10060,S24_2011
10208,8,2019-01-02,Shipped,45,87.77,CUS10060,S18_4522
10208,9,2019-01-02,Shipped,24,109.27,CUS10060,S18_3140
10208,10,2019-01-02,Shipped,40,80.55,CUS10060,S700_1938
10208,11,2019-01-02,Shipped,48,116.97,CUS10060,S18_3259
10208,12,2019-01-02,Shipped,20,155.72,CUS10060,S12_3891
10208,13,2019-01-02,Shipped,46,187.02,CUS10060,S12_1108
10208,14,2019-01-02,Shipped,26,120.86,CUS10060,S12_3148
10208,15,2019-01-02,Shipped,30,65.61,CUS10060,S50_1514
10210,1,2019-01-12,Shipped,34,180.1,CUS10066,S10_4698
10210,2,2019-01-12,Shipped,23,130.83,CUS10066,S10_2016
10210,3,2019-01-12,Shipped,40,49.67,CUS10066,S18_2625
10210,4,2019-01-12,Shipped,30,61.7,CUS10066,S24_2000
10210,5,2019-01-12,Shipped,46,79.91,CUS10066,S32_1374
10210,6,2019-01-12,Shipped,25,112.72,CUS10066,S700_2834
10210,7,2019-01-12,Shipped,50,76.88,CUS10066,S18_2581
10210,8,2019-01-12,Shipped,40,71,CUS10066,S24_4278
10210,9,2019-01-12,Shipped,27,98.48,CUS10066,S24_1785
10210,10,2019-01-12,Shipped,39,59.16,CUS10066,S32_4289
10210,11,2019-01-12,Shipped,43,41.02,CUS10066,S50_1341
10210,12,2019-01-12,Shipped,21,78.55,CUS10066,S700_1691
10210,13,2019-01-12,Shipped,31,86.4,CUS10066,S700_3167
10210,14,2019-01-12,Shipped,26,99.72,CUS10066,S700_2466
10210,15,2019-01-12,Shipped,42,70.33,CUS10066,S700_4002
10210,16,2019-01-12,Shipped,29,69.6,CUS10066,S24_3949
10210,17,2019-01-12,Shipped,31,184.5,CUS10066,S18_1662
10211,1,2019-01-15,Shipped,48,48.98,CUS10067,S24_3371
10211,2,2019-01-15,Shipped,41,182.9,CUS10067,S12_1099
10211,3,2019-01-15,Shipped,28,92.57,CUS10067,S12_3990
10211,4,2019-01-15,Shipped,28,133.76,CUS10067,S18_3482
10211,5,2019-01-15,Shipped,35,78,CUS10067,S18_3278
10211,6,2019-01-15,Shipped,22,92.16,CUS10067,S24_4620
10211,7,2019-01-15,Shipped,41,138.38,CUS10067,S18_4721
10211,8,2019-01-15,Shipped,46,54.09,CUS10067,S18_3782
10211,9,2019-01-15,Shipped,41,42.24,CUS10067,S32_2206
10211,10,2019-01-15,Shipped,40,80.55,CUS10067,S50_4713
10211,11,2019-01-15,Shipped,21,63.72,CUS10067,S24_2360
10211,12,2019-01-15,Shipped,37,109.19,CUS10067,S32_4485
10211,13,2019-01-15,Shipped,36,132.55,CUS10067,S12_2823
10211,14,2019-01-15,Shipped,41,114.84,CUS10067,S10_1678
10211,15,2019-01-15,Shipped,25,90.16,CUS10067,S24_1578
10212,1,2019-01-16,Shipped,45,88.14,CUS1006,S24_2766
10212,2,2019-01-16,Shipped,27,79.62,CUS1006,S24_3191
10212,3,2019-01-16,Shipped,41,82.31,CUS1006,S24_1046
10212,4,2019-01-16,Shipped,46,87.81,CUS1006,S24_3432
10212,5,2019-01-16,Shipped,45,53.33,CUS1006,S24_1628
10212,6,2019-01-16,Shipped,38,118.22,CUS1006,S18_1589
10212,7,2019-01-16,Shipped,40,122.76,CUS1006,S18_2870
10212,8,2019-01-16,Shipped,45,141.28,CUS1006,S18_3685
10212,9,2019-01-16,Shipped,41,118.07,CUS1006,S18_1984
10212,10,2019-01-16,Shipped,29,144.37,CUS1006,S18_1129
10212,11,2019-01-16,Shipped,40,138.86,CUS1006,S18_3232
10212,12,2019-01-16,Shipped,34,43.42,CUS1006,S24_2972
10212,13,2019-01-16,Shipped,49,141.83,CUS1006,S24_3856
10212,14,2019-01-16,Shipped,20,66.99,CUS1006,S18_1889
10212,15,2019-01-16,Shipped,33,126.68,CUS1006,S12_4675
10212,16,2019-01-16,Shipped,39,126.84,CUS1006,S12_3380
10213,1,2019-01-22,Shipped,38,94.79,CUS10057,S18_4409
10213,2,2019-01-22,Shipped,25,83.39,CUS10057,S18_4933
10213,3,2019-01-22,Shipped,27,103.35,CUS10057,S24_2887
10214,1,2019-01-26,Shipped,50,190.69,CUS10026,S18_2795
10214,2,2019-01-26,Shipped,49,47.94,CUS10026,S24_2022
10214,3,2019-01-26,Shipped,20,34.19,CUS10026,S24_1937
10214,4,2019-01-26,Shipped,27,133.49,CUS10026,S18_2325
10214,5,2019-01-26,Shipped,44,34.88,CUS10026,S24_3969
10214,6,2019-01-26,Shipped,21,62.96,CUS10026,S18_2248
10214,7,2019-01-26,Shipped,30,198.9,CUS10026,S18_1749
10215,1,2019-01-29,Shipped,46,45.28,CUS10063,S18_4668
10215,2,2019-01-29,Shipped,46,112,CUS10063,S18_1097
10215,3,2019-01-29,Shipped,35,173.58,CUS10063,S10_1949
10215,4,2019-01-29,Shipped,49,112.45,CUS10063,S18_2949
10215,5,2019-01-29,Shipped,49,107.86,CUS10063,S18_3136
10215,6,2019-01-29,Shipped,31,58.71,CUS10063,S18_2957
10215,7,2019-01-29,Shipped,39,90.57,CUS10063,S24_4258
10215,8,2019-01-29,Shipped,41,111.12,CUS10063,S18_3320
10215,9,2019-01-29,Shipped,33,43.13,CUS10063,S18_1367
10215,10,2019-01-29,Shipped,27,89.38,CUS10063,S18_1342
10216,1,2019-02-02,Shipped,43,133.94,CUS10068,S12_1666
10217,1,2019-02-04,Shipped,28,112.46,CUS10069,S24_2300
10217,2,2019-02-04,Shipped,35,61.38,CUS10069,S18_2432
10217,3,2019-02-04,Shipped,21,106.9,CUS10069,S32_1268
10217,4,2019-02-04,Shipped,48,146.26,CUS10069,S10_4962
10217,5,2019-02-04,Shipped,38,118.66,CUS10069,S18_4600
10217,6,2019-02-04,Shipped,31,88,CUS10069,S700_2824
10217,7,2019-02-04,Shipped,39,62.05,CUS10069,S32_3522
10219,1,2019-02-10,Shipped,43,196.48,CUS10040,S18_2238
10219,2,2019-02-10,Shipped,48,101.91,CUS10040,S12_4473
10219,3,2019-02-10,Shipped,21,40.31,CUS10040,S24_2840
10219,4,2019-02-10,Shipped,35,55.19,CUS10040,S32_2509
10220,1,2019-02-12,Shipped,27,186.86,CUS10070,S12_3891
10220,2,2019-02-12,Shipped,32,224.42,CUS10070,S12_1108
10220,3,2019-02-12,Shipped,30,157.12,CUS10070,S12_3148
10220,4,2019-02-12,Shipped,30,68.54,CUS10070,S50_1514
10220,5,2019-02-12,Shipped,50,165.16,CUS10070,S18_4027
10220,6,2019-02-12,Shipped,20,52.82,CUS10070,S32_3207
10220,7,2019-02-12,Shipped,37,136.02,CUS10070,S24_4048
10220,8,2019-02-12,Shipped,26,56.07,CUS10070,S24_1444
10220,9,2019-02-12,Shipped,37,107.65,CUS10070,S50_1392
10221,1,2019-02-18,Shipped,49,138.87,CUS10071,S24_2011
10221,2,2019-02-18,Shipped,39,89.53,CUS10071,S18_4522
10221,3,2019-02-18,Shipped,33,133.86,CUS10071,S18_3140
10221,4,2019-02-18,Shipped,23,97,CUS10071,S700_1938
10221,5,2019-02-18,Shipped,23,80.67,CUS10071,S18_3259
10222,1,2019-02-19,Shipped,37,87.75,CUS10072,S700_2466
10222,2,2019-02-19,Shipped,43,74.03,CUS10072,S700_4002
10222,3,2019-02-19,Shipped,48,56.64,CUS10072,S24_3949
10222,4,2019-02-19,Shipped,49,141.92,CUS10072,S18_1662
10222,5,2019-02-19,Shipped,32,81.53,CUS10072,S24_2841
10222,6,2019-02-19,Shipped,43,70.35,CUS10072,S24_3420
10222,7,2019-02-19,Shipped,31,45.69,CUS10072,S72_1253
10222,8,2019-02-19,Shipped,26,102.29,CUS10072,S700_2047
10222,9,2019-02-19,Shipped,45,85.75,CUS10072,S18_3856
10222,10,2019-02-19,Shipped,49,94.62,CUS10072,S18_3029
10222,11,2019-02-19,Shipped,46,80.51,CUS10072,S24_3816
10222,12,2019-02-19,Shipped,49,122.4,CUS10072,S10_4757
10222,13,2019-02-19,Shipped,36,80.95,CUS10072,S700_2610
10222,14,2019-02-19,Shipped,47,70.81,CUS10072,S24_3151
10222,15,2019-02-19,Shipped,31,62.67,CUS10072,S700_1138
10222,16,2019-02-19,Shipped,38,110.19,CUS10072,S700_3505
10222,17,2019-02-19,Shipped,31,95.34,CUS10072,S700_3962
10222,18,2019-02-19,Shipped,36,63.34,CUS10072,S72_3212
10223,1,2019-02-20,Shipped,37,107.18,CUS10021,S10_1678
10223,2,2019-02-20,Shipped,32,91.29,CUS10021,S24_1578
10223,3,2019-02-20,Shipped,49,199.47,CUS10021,S10_4698
10223,4,2019-02-20,Shipped,47,115.37,CUS10021,S10_2016
10223,5,2019-02-20,Shipped,28,60.57,CUS10021,S18_2625
10223,6,2019-02-20,Shipped,38,69.31,CUS10021,S24_2000
10223,7,2019-02-20,Shipped,21,117.87,CUS10021,S32_1374
10223,8,2019-02-20,Shipped,29,110.34,CUS10021,S700_2834
10223,9,2019-02-20,Shipped,47,100.53,CUS10021,S18_2581
10223,10,2019-02-20,Shipped,23,74.62,CUS10021,S24_4278
10223,11,2019-02-20,Shipped,34,106.14,CUS10021,S24_1785
10223,12,2019-02-20,Shipped,20,66.04,CUS10021,S32_4289
10223,13,2019-02-20,Shipped,41,46.26,CUS10021,S50_1341
10223,14,2019-02-20,Shipped,25,101.39,CUS10021,S700_1691
10223,15,2019-02-20,Shipped,26,67.2,CUS10021,S700_3167
10224,1,2019-02-21,Shipped,38,58.44,CUS10053,S18_3782
10224,2,2019-02-21,Shipped,43,39.43,CUS10053,S32_2206
10224,3,2019-02-21,Shipped,50,77.29,CUS10053,S50_4713
10224,4,2019-02-21,Shipped,37,80.34,CUS10053,S24_2360
10224,5,2019-02-21,Shipped,30,111.23,CUS10053,S32_4485
10224,6,2019-02-21,Shipped,43,141.58,CUS10053,S12_2823
10225,1,2019-02-22,Shipped,32,141.54,CUS10073,S18_1129
10225,2,2019-02-22,Shipped,43,149.02,CUS10073,S18_3232
10225,3,2019-02-22,Shipped,42,36.63,CUS10073,S24_2972
10225,4,2019-02-22,Shipped,40,113.75,CUS10073,S24_3856
10225,5,2019-02-22,Shipped,47,64.68,CUS10073,S18_1889
10225,6,2019-02-22,Shipped,21,127.83,CUS10073,S12_4675
10225,7,2019-02-22,Shipped,25,99.82,CUS10073,S12_3380
10225,8,2019-02-22,Shipped,24,50.21,CUS10073,S24_3371
10225,9,2019-02-22,Shipped,27,167.33,CUS10073,S12_1099
10225,10,2019-02-22,Shipped,37,77.41,CUS10073,S12_3990
10225,11,2019-02-22,Shipped,27,169.04,CUS10073,S18_3482
10225,12,2019-02-22,Shipped,37,95.69,CUS10073,S18_3278
10225,13,2019-02-22,Shipped,46,70.33,CUS10073,S24_4620
10225,14,2019-02-22,Shipped,35,150.29,CUS10073,S18_4721
10226,1,2019-02-26,Shipped,21,60.26,CUS10072,S24_1046
10226,2,2019-02-26,Shipped,48,92.09,CUS10072,S24_3432
10226,3,2019-02-26,Shipped,36,43.27,CUS10072,S24_1628
10226,4,2019-02-26,Shipped,38,109.51,CUS10072,S18_1589
10226,5,2019-02-26,Shipped,24,134.64,CUS10072,S18_2870
10226,6,2019-02-26,Shipped,46,159.65,CUS10072,S18_3685
10226,7,2019-02-26,Shipped,24,162.17,CUS10072,S18_1984
10227,1,2019-03-02,Shipped,33,111.12,CUS10060,S18_3320
10227,2,2019-03-02,Shipped,31,48.52,CUS10060,S18_1367
10227,3,2019-03-02,Shipped,25,118.15,CUS10060,S18_1342
10227,4,2019-03-02,Shipped,29,192.38,CUS10060,S18_2795
10227,5,2019-03-02,Shipped,24,48.38,CUS10060,S24_2022
10227,6,2019-03-02,Shipped,42,29.21,CUS10060,S24_1937
10227,7,2019-03-02,Shipped,46,152.56,CUS10060,S18_2325
10227,8,2019-03-02,Shipped,27,43.9,CUS10060,S24_3969
10227,9,2019-03-02,Shipped,28,50.85,CUS10060,S18_2248
10227,10,2019-03-02,Shipped,26,142.8,CUS10060,S18_1749
10227,11,2019-03-02,Shipped,34,104.91,CUS10060,S18_4409
10227,12,2019-03-02,Shipped,37,57.73,CUS10060,S18_4933
10227,13,2019-03-02,Shipped,33,131.53,CUS10060,S24_2887
10227,14,2019-03-02,Shipped,47,88.14,CUS10060,S24_2766
10227,15,2019-03-02,Shipped,40,79.62,CUS10060,S24_3191
10228,1,2019-03-10,Shipped,32,105,CUS10074,S18_1097
10228,2,2019-03-10,Shipped,29,222.87,CUS10074,S10_1949
10228,3,2019-03-10,Shipped,24,104.35,CUS10074,S18_2949
10228,4,2019-03-10,Shipped,31,102.63,CUS10074,S18_3136
10228,5,2019-03-10,Shipped,45,63.71,CUS10074,S18_2957
10228,6,2019-03-10,Shipped,33,103.23,CUS10074,S24_4258
10229,1,2019-03-11,Shipped,36,125.61,CUS10014,S12_4473
10229,2,2019-03-11,Shipped,33,32.88,CUS10014,S24_2840
10229,3,2019-03-11,Shipped,23,54.11,CUS10014,S32_2509
10229,4,2019-03-11,Shipped,26,144.82,CUS10014,S18_2319
10229,5,2019-03-11,Shipped,22,189.66,CUS10014,S18_3232
10229,6,2019-03-11,Shipped,48,118.84,CUS10014,S24_2300
10229,7,2019-03-11,Shipped,28,59.55,CUS10014,S18_2432
10229,8,2019-03-11,Shipped,25,111.72,CUS10014,S32_1268
10229,9,2019-03-11,Shipped,50,128.53,CUS10014,S10_4962
10229,10,2019-03-11,Shipped,41,115.03,CUS10014,S18_4600
10229,11,2019-03-11,Shipped,50,112.28,CUS10014,S700_2824
10229,12,2019-03-11,Shipped,30,73.04,CUS10014,S32_3522
10229,13,2019-03-11,Shipped,25,138.04,CUS10014,S12_1666
10229,14,2019-03-11,Shipped,39,40.25,CUS10014,S18_4668
10230,1,2019-03-15,Shipped,43,163.17,CUS1003,S12_3148
10230,2,2019-03-15,Shipped,43,52.14,CUS1003,S50_1514
10230,3,2019-03-15,Shipped,42,172.34,CUS1003,S18_4027
10230,4,2019-03-15,Shipped,46,60.9,CUS1003,S32_3207
10230,5,2019-03-15,Shipped,45,105.27,CUS1003,S24_4048
10230,6,2019-03-15,Shipped,36,54.33,CUS1003,S24_1444
10230,7,2019-03-15,Shipped,34,116.91,CUS1003,S50_1392
10230,8,2019-03-15,Shipped,49,148.99,CUS1003,S18_2238
10231,1,2019-03-19,Shipped,49,141.88,CUS10052,S12_3891
10231,2,2019-03-19,Shipped,42,199.49,CUS10052,S12_1108
10232,1,2019-03-20,Shipped,48,96.16,CUS10075,S700_3505
10232,2,2019-03-20,Shipped,35,82.43,CUS10075,S700_3962
10232,3,2019-03-20,Shipped,24,49.69,CUS10075,S72_3212
10232,4,2019-03-20,Shipped,46,122.89,CUS10075,S24_2011
10232,5,2019-03-20,Shipped,23,89.53,CUS10075,S18_4522
10232,6,2019-03-20,Shipped,22,163.91,CUS10075,S18_3140
10232,7,2019-03-20,Shipped,26,88.34,CUS10075,S700_1938
10232,8,2019-03-20,Shipped,48,95.8,CUS10075,S18_3259
10233,1,2019-03-29,Shipped,29,82.4,CUS10076,S700_2610
10233,2,2019-03-29,Shipped,40,94.71,CUS10076,S24_3151
10233,3,2019-03-29,Shipped,36,70.67,CUS10076,S700_1138
10235,1,2019-04-02,Shipped,41,101.89,CUS10077,S32_1374
10235,2,2019-04-02,Shipped,25,96.11,CUS10077,S700_2834
10235,3,2019-04-02,Shipped,24,76.03,CUS10077,S18_2581
10235,4,2019-04-02,Shipped,40,81.14,CUS10077,S24_4278
10235,5,2019-04-02,Shipped,23,96.29,CUS10077,S24_1785
10235,6,2019-04-02,Shipped,34,77.73,CUS10077,S32_4289
10235,7,2019-04-02,Shipped,41,35.35,CUS10077,S50_1341
10235,8,2019-04-02,Shipped,25,103.21,CUS10077,S700_1691
10235,9,2019-04-02,Shipped,32,92,CUS10077,S700_3167
10235,10,2019-04-02,Shipped,38,88.75,CUS10077,S700_2466
10235,11,2019-04-02,Shipped,34,72.55,CUS10077,S700_4002
10235,12,2019-04-02,Shipped,33,60.05,CUS10077,S24_3949
10236,1,2019-04-03,Shipped,22,129.64,CUS10011,S10_2016
10236,2,2019-04-03,Shipped,23,55.72,CUS10011,S18_2625
10236,3,2019-04-03,Shipped,36,87.6,CUS10011,S24_2000
10237,1,2019-04-05,Shipped,26,52.22,CUS1004,S18_3782
10237,2,2019-04-05,Shipped,26,40.23,CUS1004,S32_2206
10237,3,2019-04-05,Shipped,20,68.34,CUS1004,S50_4713
10237,4,2019-04-05,Shipped,26,79.65,CUS1004,S24_2360
10237,5,2019-04-05,Shipped,27,115.32,CUS1004,S32_4485
10237,6,2019-04-05,Shipped,32,131.04,CUS1004,S12_2823
10237,7,2019-04-05,Shipped,23,101.44,CUS1004,S10_1678
10237,8,2019-04-05,Shipped,20,114.95,CUS1004,S24_1578
10237,9,2019-04-05,Shipped,39,180.1,CUS1004,S10_4698
10238,1,2019-04-09,Shipped,29,109.22,CUS1007,S12_3380
10238,2,2019-04-09,Shipped,47,62.45,CUS1007,S24_3371
10238,3,2019-04-09,Shipped,28,206.24,CUS1007,S12_1099
10238,4,2019-04-09,Shipped,20,74.21,CUS1007,S12_3990
10238,5,2019-04-09,Shipped,49,133.76,CUS1007,S18_3482
10238,6,2019-04-09,Shipped,41,73.17,CUS1007,S18_3278
10238,7,2019-04-09,Shipped,22,93.77,CUS1007,S24_4620
10238,8,2019-04-09,Shipped,44,144.34,CUS1007,S18_4721
10239,1,2019-04-12,Shipped,47,150.71,CUS10041,S18_3232
10239,2,2019-04-12,Shipped,20,44.56,CUS10041,S24_2972
10239,3,2019-04-12,Shipped,29,154.47,CUS10041,S24_3856
10239,4,2019-04-12,Shipped,46,73.92,CUS10041,S18_1889
10239,5,2019-04-12,Shipped,21,93.28,CUS10041,S12_4675
10240,1,2019-04-13,Shipped,37,161.06,CUS10066,S18_3685
